episode,agent_id,value_idx,value,bid,difference
0,0,0,0.0,1.0,1.0
0,0,1,0.05263157894736842,1.0,0.9473684210526316
0,0,2,0.10526315789473684,1.0,0.8947368421052632
0,0,3,0.15789473684210525,0.0,-0.15789473684210525
0,0,4,0.21052631578947367,0.0,-0.21052631578947367
0,0,5,0.2631578947368421,0.0,-0.2631578947368421
0,0,6,0.3157894736842105,0.03092789649963379,-0.2848615771845767
0,0,7,0.3684210526315789,0.879165530204773,0.510744477573194
0,0,8,0.42105263157894735,0.3135446608066559,-0.10750797077229146
0,0,9,0.47368421052631576,0.329099178314209,-0.14458503221210678
0,0,10,0.5263157894736842,1.0,0.4736842105263158
0,0,11,0.5789473684210527,0.6658869385719299,0.08693957015087728
0,0,12,0.631578947368421,0.0,-0.631578947368421
0,0,13,0.6842105263157894,0.3201946020126343,-0.3640159243031551
0,0,14,0.7368421052631579,1.0,0.26315789473684215
0,0,15,0.7894736842105263,0.5944322347640991,-0.1950414494464272
0,0,16,0.8421052631578947,1.0,0.1578947368421053
0,0,17,0.894736842105263,1.0,0.10526315789473695
0,0,18,0.9473684210526315,0.6698200106620789,-0.27754841039055267
0,0,19,1.0,1.0,0.0
0,1,0,0.0,0.413100928068161,0.413100928068161
0,1,1,0.05263157894736842,0.7851777672767639,0.7325461883293956
0,1,2,0.10526315789473684,1.0,0.8947368421052632
0,1,3,0.15789473684210525,0.0,-0.15789473684210525
0,1,4,0.21052631578947367,0.6060402393341064,0.3955139235446328
0,1,5,0.2631578947368421,0.05287274718284607,-0.21028514755399602
0,1,6,0.3157894736842105,0.0,-0.3157894736842105
0,1,7,0.3684210526315789,0.16366076469421387,-0.20476028793736506
0,1,8,0.42105263157894735,0.41522112488746643,-0.005831506691480914
0,1,9,0.47368421052631576,0.28260502219200134,-0.19107918833431442
0,1,10,0.5263157894736842,0.3530467748641968,-0.1732690146094874
0,1,11,0.5789473684210527,0.7044111490249634,0.12546378060391072
0,1,12,0.631578947368421,1.0,0.368421052631579
0,1,13,0.6842105263157894,0.7568778991699219,0.0726673728541325
0,1,14,0.7368421052631579,0.31015390157699585,-0.426688203686162
0,1,15,0.7894736842105263,0.0,-0.7894736842105263
0,1,16,0.8421052631578947,0.14421871304512024,-0.6978865501127745
0,1,17,0.894736842105263,0.0,-0.894736842105263
0,1,18,0.9473684210526315,1.0,0.052631578947368474
0,1,19,1.0,1.0,0.0
0,0,0,0.0,0.48419126868247986,0.48419126868247986
0,0,1,0.05263157894736842,1.0,0.9473684210526316
0,0,2,0.10526315789473684,1.0,0.8947368421052632
0,0,3,0.15789473684210525,0.0,-0.15789473684210525
0,0,4,0.21052631578947367,0.0,-0.21052631578947367
0,0,5,0.2631578947368421,1.0,0.736842105263158
0,0,6,0.3157894736842105,1.0,0.6842105263157895
0,0,7,0.3684210526315789,0.5404438972473145,0.17202284461573553
0,0,8,0.42105263157894735,0.649277925491333,0.22822529391238566
0,0,9,0.47368421052631576,0.3221845030784607,-0.15149970744785507
0,0,10,0.5263157894736842,1.0,0.4736842105263158
0,0,11,0.5789473684210527,0.0,-0.5789473684210527
0,0,12,0.631578947368421,0.8803437948226929,0.24876484745427185
0,0,13,0.6842105263157894,0.0,-0.6842105263157894
0,0,14,0.7368421052631579,0.0,-0.7368421052631579
0,0,15,0.7894736842105263,0.0,-0.7894736842105263
0,0,16,0.8421052631578947,0.0,-0.8421052631578947
0,0,17,0.894736842105263,1.0,0.10526315789473695
0,0,18,0.9473684210526315,0.0,-0.9473684210526315
0,0,19,1.0,0.6630995273590088,-0.3369004726409912
0,1,0,0.0,0.0,0.0
0,1,1,0.05263157894736842,0.26613742113113403,0.21350584218376562
0,1,2,0.10526315789473684,0.5284016728401184,0.42313851494538157
0,1,3,0.15789473684210525,0.47228893637657166,0.3143941995344664
0,1,4,0.21052631578947367,0.8546056747436523,0.6440793589541787
0,1,5,0.2631578947368421,0.9171841740608215,0.6540262793239795
0,1,6,0.3157894736842105,0.8971885442733765,0.581399070589166
0,1,7,0.3684210526315789,0.0,-0.3684210526315789
0,1,8,0.42105263157894735,0.0,-0.42105263157894735
0,1,9,0.47368421052631576,0.3589332401752472,-0.11475097035106857
0,1,10,0.5263157894736842,0.0,-0.5263157894736842
0,1,11,0.5789473684210527,0.8801088929176331,0.3011615244965804
0,1,12,0.631578947368421,0.11282539367675781,-0.5187535536916632
0,1,13,0.6842105263157894,1.0,0.3157894736842106
0,1,14,0.7368421052631579,0.7667585611343384,0.029916455871180525
0,1,15,0.7894736842105263,0.5958768129348755,-0.19359687127565084
0,1,16,0.8421052631578947,0.0,-0.8421052631578947
0,1,17,0.894736842105263,0.6935092210769653,-0.20122762102829772
0,1,18,0.9473684210526315,0.2640256881713867,-0.6833427328812448
0,1,19,1.0,0.2993232011795044,-0.7006767988204956
40,0,0,0.0,0.7743430733680725,0.7743430733680725
40,0,1,0.05263157894736842,0.8870248198509216,0.8343932409035533
40,0,2,0.10526315789473684,0.779246985912323,0.6739838280175862
40,0,3,0.15789473684210525,0.884477972984314,0.7265832361422087
40,0,4,0.21052631578947367,0.9549045562744141,0.7443782404849404
40,0,5,0.2631578947368421,0.6326438188552856,0.36948592411844355
40,0,6,0.3157894736842105,0.2259073555469513,-0.08988211813725921
40,0,7,0.3684210526315789,0.6341975927352905,0.2657765401037116
40,0,8,0.42105263157894735,0.9566948413848877,0.5356422098059404
40,0,9,0.47368421052631576,0.6437885761260986,0.17010436559978287
40,0,10,0.5263157894736842,0.6481791734695435,0.12186338399585928
40,0,11,0.5789473684210527,1.0,0.42105263157894735
40,0,12,0.631578947368421,0.4157123863697052,-0.21586656099871582
40,0,13,0.6842105263157894,0.4452456533908844,-0.23896487292490498
40,0,14,0.7368421052631579,0.342607706785202,-0.3942343984779558
40,0,15,0.7894736842105263,0.5078476071357727,-0.2816260770747536
40,0,16,0.8421052631578947,0.9641024470329285,0.12199718387503378
40,0,17,0.894736842105263,0.6935138702392578,-0.20122297186600524
40,0,18,0.9473684210526315,0.6583268642425537,-0.2890415568100778
40,0,19,1.0,0.915351152420044,-0.08464884757995605
40,1,0,0.0,0.6313781142234802,0.6313781142234802
40,1,1,0.05263157894736842,0.030279148370027542,-0.022352430577340876
40,1,2,0.10526315789473684,0.038001418113708496,-0.06726173978102834
40,1,3,0.15789473684210525,0.0,-0.15789473684210525
40,1,4,0.21052631578947367,0.0,-0.21052631578947367
40,1,5,0.2631578947368421,0.0,-0.2631578947368421
40,1,6,0.3157894736842105,0.0,-0.3157894736842105
40,1,7,0.3684210526315789,0.0,-0.3684210526315789
40,1,8,0.42105263157894735,0.11255986988544464,-0.3084927616935027
40,1,9,0.47368421052631576,0.30701744556427,-0.16666676496204574
40,1,10,0.5263157894736842,0.0,-0.5263157894736842
40,1,11,0.5789473684210527,0.0892307311296463,-0.48971663729140635
40,1,12,0.631578947368421,0.0,-0.631578947368421
40,1,13,0.6842105263157894,0.021177005022764206,-0.6630335212930252
40,1,14,0.7368421052631579,0.0,-0.7368421052631579
40,1,15,0.7894736842105263,0.0,-0.7894736842105263
40,1,16,0.8421052631578947,0.2783353924751282,-0.5637698706827665
40,1,17,0.894736842105263,0.3085504472255707,-0.5861863948796924
40,1,18,0.9473684210526315,0.062282636761665344,-0.8850857842909662
40,1,19,1.0,0.0,-1.0
40,0,0,0.0,0.5179157257080078,0.5179157257080078
40,0,1,0.05263157894736842,0.7564098238945007,0.7037782449471324
40,0,2,0.10526315789473684,0.551109790802002,0.4458466329072651
40,0,3,0.15789473684210525,0.6922203898429871,0.5343256530008818
40,0,4,0.21052631578947367,0.687146782875061,0.47662046708558736
40,0,5,0.2631578947368421,0.7400850057601929,0.4769271110233508
40,0,6,0.3157894736842105,0.5705508589744568,0.2547613852902463
40,0,7,0.3684210526315789,1.0,0.631578947368421
40,0,8,0.42105263157894735,1.0,0.5789473684210527
