episode,agent_id,value_idx,value,bid,difference
0,0,0,0.0,0.5131558179855347,0.5131558179855347
0,0,1,0.05263157894736842,0.5136374235153198,0.4610058445679514
0,0,2,0.10526315789473684,0.5140892863273621,0.4088261284326252
0,0,3,0.15789473684210525,0.5149855613708496,0.35709082452874435
0,0,4,0.21052631578947367,0.516943097114563,0.3064167813250893
0,0,5,0.2631578947368421,0.5195440649986267,0.2563861702617846
0,0,6,0.3157894736842105,0.5224268436431885,0.20663736995897797
0,0,7,0.3684210526315789,0.5254337787628174,0.15701272613123846
0,0,8,0.42105263157894735,0.5282353758811951,0.10718274430224772
0,0,9,0.47368421052631576,0.5311657786369324,0.05748156811061661
0,0,10,0.5263157894736842,0.5340006351470947,0.007684845673410545
0,0,11,0.5789473684210527,0.5368725061416626,-0.04207486227939006
0,0,12,0.631578947368421,0.5397425293922424,-0.09183641797617859
0,0,13,0.6842105263157894,0.5427677631378174,-0.141442763177972
0,0,14,0.7368421052631579,0.5460459589958191,-0.19079614626733876
0,0,15,0.7894736842105263,0.549172580242157,-0.24030110396836935
0,0,16,0.8421052631578947,0.5524843335151672,-0.28962092964272745
0,0,17,0.894736842105263,0.5556467771530151,-0.3390900649522479
0,0,18,0.9473684210526315,0.5588534474372864,-0.38851497361534515
0,0,19,1.0,0.5621044039726257,-0.43789559602737427
0,1,0,0.0,0.5001059770584106,0.5001059770584106
0,1,1,0.05263157894736842,0.5014613270759583,0.44882974812858983
0,1,2,0.10526315789473684,0.5023442506790161,0.3970810927842793
0,1,3,0.15789473684210525,0.5034838318824768,0.34558909504037155
0,1,4,0.21052631578947367,0.5052589774131775,0.2947326616237038
0,1,5,0.2631578947368421,0.5070380568504333,0.24388016211359126
0,1,6,0.3157894736842105,0.5080388784408569,0.19224940475664642
0,1,7,0.3684210526315789,0.5089685916900635,0.14054753905848455
0,1,8,0.42105263157894735,0.5099588632583618,0.08890623167941447
0,1,9,0.47368421052631576,0.5107325911521912,0.0370483806258754
0,1,10,0.5263157894736842,0.5112946629524231,-0.015021126521261086
